source,concept,description
SQuAD Dataset,Beyonce ile Jay Z hapishaneden kefalet için çok para verdi?,protestocular
SQuAD Dataset,Ne kadar kefalet parası harcadılar?,binlerce dolar
SQuAD Dataset,2012'de Beyonce'yi Ünlüler Listesine 16'da kim yerleştirdi?,Forbes
SQuAD Dataset,2008'den başlayarak Beyoncé'nin yıllık kazancını kim bildirdi?,Forbes
SQuAD Dataset,Beyonce'nin şarkı söyleme aralığı kaç oktavdır?,dört
SQuAD Dataset,Beyonce'nin tonu ve tını hakkında ayırt edici olarak kim konuştu?,Jody Rosen
SQuAD Dataset,Hangi çağın Beyonce'nin şarkı tarzını Jody Rosen tarafından etkilediği düşünülmektedir?,hip hop
SQuAD Dataset,Beyonce'de kaç oktav var?,dört oktav
SQuAD Dataset,Rosen Beyonce'nin stilini etkilediğini iddia ediyor?,hip hop
SQuAD Dataset,Beyoncé'nin sesi kaç oktav yayılıyor?,dört
SQuAD Dataset,"Jody Rosen, Beyoncé'nin vokal tarzını etkilediğini söylüyor?",hip hop dönemi
SQuAD Dataset,R&B'nin yanı sıra Beyonce hangi türlerde yer alıyor?,"pop, ruh ve funk"
SQuAD Dataset,2001 yılında Yılın Pop Söz Yazarı ödülü kime verildi?,Beyoncé
SQuAD Dataset,"Beyonce, bir numaralı bekarlarda kimlerle aynı sayıda yazma kredisine sahiptir?",Diane Warren
SQuAD Dataset,"Beyonce, yılın Pop söz yazarı kazanan ilk Afrikalı-Amerikalı kadın oldu.",2001
SQuAD Dataset,Şarkı sözü yazma kredilerinde hangi yere bağlı?,üçüncü
SQuAD Dataset,Üç numaralı şarkılar için nereye kredi yazıyor?,üçüncü kadın
SQuAD Dataset,Beyoncé 2001 yılında ne kazandı ve onu ilk zenci kadın yaptı?,Yılın Pop Söz Yazarı ödülü
SQuAD Dataset,"Beyoncé, Billboard dergisinin 2011 ""En İyi 20 Sıcak 100 Şarkı Yazarı"" listesinde yer alan kadınlardan biriydi.",üç
SQuAD Dataset,"Beyonce, müziği üzerindeki en büyük etkisi olarak kime kredi verdi?",Michael Jackson
SQuAD Dataset,Beyonce 2006 yılında kime ödül verdi?,Michael Jackson
SQuAD Dataset,"Beyonce, Mariah Carey'yi ona ne yapmaya başlamak istediğini söyledi.",vokal
SQuAD Dataset,Beyonce'u kim etkiledi?,Michael Jackson
SQuAD Dataset,Beyoncé'nin en büyük müzikal etkisi kimdir?,Michael Jackson
SQuAD Dataset,Beyoncé'nin ilk konseri neydi?,Michael Jackson
SQuAD Dataset,Beyoncé çok yönlü bir şovmen kimi hisseder?,Diana Ross
SQuAD Dataset,"""Oraya çık ve yaptıklarını yapma"" ilhamını kim ödüyor?",Whitney Houston
SQuAD Dataset,"Beyonce ""Deja Vu"" şarkısıyla hangi şarkıcıyı eğlendirdi?",Josephine Baker
SQuAD Dataset,Kim Beyonce'u diğer müzik alanlarını keşfetmeye motive etti?,Etta James
SQuAD Dataset,Hangi film Beyonce'u güçlendirme temalarına etkiledi?,Dreamgirls
SQuAD Dataset,Baker'ın hula eteği giyen nerede performans gösterdi?,2006 Fashion Rocks konseri
SQuAD Dataset,2006 yılında konserde Josephine Baker'ı onurlandırmak için Beyoncé hangi şarkıyı söyledi?,Déjà Vu
SQuAD Dataset,Beyonce hangi ay ve yıl Madonna'ya kariyerinin kontrolünü ele geçirmesi için ilham verdiğinden ötürü?,Şubat 2013
SQuAD Dataset,"Beyonce, ""ilhamın tanımı ve güçlü bir kadın"" ın kim olduğunu somutlaştırdığını söyledi?",Oprah Winfrey
SQuAD Dataset,Çapa Oprah Winfrey'i tarif ediyor mu?,güçlü bir kadın
SQuAD Dataset,Jean- Michel Basquiat'ı nasıl tanımlıyor?,lirik ve ham
SQuAD Dataset,Beyoncé kimin ilhamın tanımı olduğunu tarif ediyor?,Oprah Winfrey
SQuAD Dataset,Beyoncé kimler lirik ve ham olarak tanımlar?,Jean-Michel Basquiat
SQuAD Dataset,Kim Beyoncé'ye kariyerinin kontrolünü ele geçirmesi için ilham verdi?,Madonna
SQuAD Dataset,Beyonce'de adı neydi?,Suga Mama
SQuAD Dataset,Beyonce'de arka planda şarkıcı olarak bilinen şarkıcılar var mıydı?,Mamas
SQuAD Dataset,Mamas üyeleri hangi 3 müzisyeni içeriyordu?,"Montina Cooper-Donnell, Crystal Collins ve Tiffany Moniqué Riddick"
SQuAD Dataset,Mamas'ın ilk görünüşü ne zaman oldu?,2006
SQuAD Dataset,Beyonce 2006'da hangi grubu tanıttı?,Suga Mama
SQuAD Dataset,Suga Mama grubu ve B'Day albümündeki bir şarkı hangi şarkı adını paylaşıyor?,Suga Mama
SQuAD Dataset,Beyonce'yi turlarında hangi grup destekliyor?,Suga Mama
SQuAD Dataset,Beyoncé'nin kadın tur grubunun adı nedir?,Suga Mama
SQuAD Dataset,Suga Mama aynı zamanda Beyoncé albümünün de bulunduğu bir şarkı mı?,B'Day
SQuAD Dataset,Beyoncé'nin yedek şarkıcılarına ne denir?,Mamas
SQuAD Dataset,Beyonce hangi özelliklere sahip oldu?,sahne varlığı ve ses
SQuAD Dataset,En iyi şarkıcılar / Dansçılar listesinde onu bir numara olarak kim seçti?,Jarett Wieselman
SQuAD Dataset,Kim Beyoncé'yi En İyi Beş Şarkıcı / Dansçısında bir numaraya soktu?,Jarett Wieselman
SQuAD Dataset,Beyonce kendini ilan eden alter egosuna ne denir?,Sasha Fierce
SQuAD Dataset,Beyonce hangi yıl Sasha Fierce ile kaçtı?,2010
SQuAD Dataset,Sasha'yı nasıl tanımlıyor?,"çok agresif, çok güçlü"
SQuAD Dataset,Beyoncé Sasha Fierce'i ne zaman tanıttı?,2008
SQuAD Dataset,Beyoncé Şubat 2010'da Sasha Fierce'in artık gerekli olmadığını kim söyledi?,Allure dergisi
SQuAD Dataset,"Hangi müzik gazetecisi Beyonce'yi ""crossover seks sembolü"" olarak nitelendirdi?",Touré
SQuAD Dataset,2006'da Beyonce'yi tanımlamak için kullanılan bir terimden hangi kelime çıktı?,Bootylicious
SQuAD Dataset,Oxford Dictionary 2000'li yıllardan Beyonce'ye adanmış hangi kelimeyi ekledi?,Bootylicious
SQuAD Dataset,Beyonce /,Bootylicious
SQuAD Dataset,Terim ne zaman sözlüğe eklendi?,2006
SQuAD Dataset,Hangi gazeteci Beyoncé'nin bir “seks sembolü” olduğunu yazdı?,Touré
SQuAD Dataset,"Beyoncé'nin fiziksel şekli nedeniyle, onu tanımlamak için hangi argo terim kullanılmıştır?",Bootylicious
SQuAD Dataset,"Argo terimi, Beyoncé'yi sözlüğe koymak için de kullanılan bir Destiny's Child şarkısının başlığından hangi yıl geçti?",2006
SQuAD Dataset,Beyoncé Tom Ford'un ilk modelini hangi yıl yaptı?,2010
SQuAD Dataset,"Beyonce, ne diye adlandırılan bir hayran kitlesine sahip?",Bey Kovanı
SQuAD Dataset,Bey Kovanından önce Beyonce hayranlarına ne deniyordu?,Beyontourage
SQuAD Dataset,Beyonce'nin hayran kitlesine ne denir?,Bey Kovanı
SQuAD Dataset,Hayranlara ne denirdi?,Beyontourage
SQuAD Dataset,Beyoncé hayranlarını tanımlamak için kullanılan en son terim nedir?,Bey Kovanı
SQuAD Dataset,Beyoncé taraftarlarına eski sözcük neydi?,Beyontourage
SQuAD Dataset,PETA Beyonce ile hangi tartışmayı ateşledi?,2006
SQuAD Dataset,Hangi şirket Beyonce'nin saçlarını boyamakla suçlandı?,L'Oréal
SQuAD Dataset,L'Oreal değişen resimlerin suçlamalarına nasıl tepki verdi?,kategorik olarak yanlış
SQuAD Dataset,"Açık ten rengine ek olarak, Afro-Amerikan topluluğunun bir kısmını Beyoncé'yi eleştiren başka ne yaptı?",kostüm
SQuAD Dataset,Kim bir reklam için Beyoncé'nin cildini aydınlatmakla suçlandı?,L'Oréal
SQuAD Dataset,Beyoncé'nin cildinin hangi reklamlarda aydınlandığı iddia edildi?,Feria saç rengi reklamları
SQuAD Dataset,Beyonce'nin Time 100 listesinde ilk göründüğü yıl nedir?,2013
SQuAD Dataset,"Beyonce, hangi yıl içinde Time 100 listesinde tekrar ortaya çıktı?",2014
SQuAD Dataset,Guardian ona ne isim verdi?,On Yılın Sanatçısı
SQuAD Dataset,Beyonce Zaman 100 Listesini ilk ne zaman yaptı?,2013
SQuAD Dataset,Zaman 100 listesinde ve kapakta ne zaman oldu?,2014
SQuAD Dataset,Kim onun hakim ulusal ses olduğunu söyledi?,Baz Luhrmann
SQuAD Dataset,Beyoncé'nin 21. yüzyılın en önemli müzisyeni olduğunu kim söyledi?,Jody Rosen
SQuAD Dataset,Beyoncé'nin ABD'nin mirasçısı diva olduğunu kim söyledi?,Baz Luhrmann
SQuAD Dataset,"Beyoncé, hem Time 100 listesinde hem de konunun kapağında hangi yıl yer aldı?",2014
SQuAD Dataset,"Hangi arkadaş Beyonce'den ""Ülke Güçlü?""",Gwyneth Paltrow
SQuAD Dataset,"Nicky Minaj, Beyonce'nin buna dahil olduğunu gördükten sonra hangi soda markasının sözcüsü oldu?",Pepsi
SQuAD Dataset,Nicki Minaj'ı Pepsi'nin küresel kampanyasına katılmaya ne etkiledi?,Beyoncé'nin Pepsi reklamı
SQuAD Dataset,Bir filmin müzik rolünü araştırmak için canlı konserlerde Beyoncé'yi kim inceledi?,Gwyneth Paltrow
SQuAD Dataset,"Beyoncé'nin Pepsi reklamı, 2012'de Pepsi'nin küresel kampanyasına katılmak için hangi yıldıza ilham verdi?",Nicki Minaj
SQuAD Dataset,Beyonce'nin ABD'de sattığı albümlerin kaç kopyası?,15 milyon
SQuAD Dataset,Dünya genelinde toplam olarak Beyonce kaç kayıt sattı?,118 milyon
SQuAD Dataset,"Beyonce, RIAA tarafından kaç sertifika aldı?",64
SQuAD Dataset,Beyonce Destiny's Child'la birlikteyken kaç albüm satmayı başardı?,60 milyon
SQuAD Dataset,Amerikan Müzik Ödülleri'nde Uluslararası Sanatçı Ödülü'nü kazanan ilk kadın kimdi?,Beyoncé
SQuAD Dataset,ABD'de solo sanatçı olarak Beyonce kaç albüm sattı?,15 milyon
SQuAD Dataset,Dünya çapında kaç tane sattı?,118 milyon
SQuAD Dataset,Destiny's Child ile kaç tane rekor sattı?,60 milyon
SQuAD Dataset,2000'li yıllarda kaç müzik sertifikası aldı?,64 sertifika
SQuAD Dataset,Beyoncé Amerika Birleşik Devletleri'nde kaç kayıt sattı?,15 milyondan fazla
SQuAD Dataset,Beyoncé dünya çapında kaç rekor sattı?,118 milyondan fazla
SQuAD Dataset,Beyoncé'yi 2000'li yılların en iyi sertifikalı sanatçısı olarak kim söyledi?,Amerika Kayıt Endüstrisi Birliği
SQuAD Dataset,RIAA Beyoncé'ye kaç sertifika verdi?,64
SQuAD Dataset,"Beyonce, Destiny's Child ile ve çocuksuz kaç Grammy kazandı?",20
SQuAD Dataset,Beyonce'den daha fazla Grammy ödülüne sahip tek kadın kim?,Alison Krauss
SQuAD Dataset,Beyonce'a kaç Grammy adaylığı verildi?,52
SQuAD Dataset,2006'da Yayın Film Eleştirmenleri Birliği Ödülleri'nde kaç ödül kazandı?,iki
SQuAD Dataset,Beyonce kaç Grammies kazandı?,20 Grammy Ödülü
SQuAD Dataset,Beyonce'nin kaç Grammy adaylığı var?,52 adaylık
SQuAD Dataset,Bir gecede kazanılan çoğu Grammy ödülü için rekoru ne zaman belirledi?,2010
SQuAD Dataset,Beyoncé kaç Grammy kazandı?,20
SQuAD Dataset,Beyoncé'nin kaç Grammy adaylığı vardı?,52
SQuAD Dataset,Beyonce 2002'den beri hangi soda şirketi ile ortaklık yapıyor?,Pepsi
SQuAD Dataset,Pepsi 2012 yılında Beyonce'ye ciro için ne kadar ödeme yaptı?,50 milyon
SQuAD Dataset,Pepsi onay anlaşmasından sonra hangi kuruluş Beyonce'ye bir mektup yazdı?,Kamu Yararı İçin Bilim Merkezi (CSPINET)
SQuAD Dataset,Beyonce ne zaman Pepsi reklamları yapmaya başladı?,2002
SQuAD Dataset,2004 yılında Beyonce ile reklamda kim vardı?,"Britney Spears, Pink ve Enrique Iglesias"
SQuAD Dataset,Kim ona Pepsi anlaşmasını yeniden gözden geçirmesini isteyen bir mektup gönderdi?,Kamu Yararı İçin Bilim Merkezi
SQuAD Dataset,Beyoncé 2002 yılından beri hangi meşrubat şirketi ile çalışıyor?,Pepsi
SQuAD Dataset,"Beyoncé, 2012 yılında alkolsüz bir içecek firmasıyla ne kadar anlaşma yaptı?",50 milyon dolar
SQuAD Dataset,Ürünün doğası gereği meşrubat anlaşması hakkındaki fikrini kim değiştirmesini istedi?,Kamu Yararı İçin Bilim Merkezi (CSPINET)
SQuAD Dataset,Beyonce parfümlerinde True Star ve True Star Gold'da kiminle çalıştı?,Tommy Hilfiger
SQuAD Dataset,Dünyanın en çok satan ünlü parfüm serisi kime ait?,Beyoncé
SQuAD Dataset,Bayan Carter Show Limited Edition hangi yılda piyasaya sürüldü?,2013
SQuAD Dataset,Bayan Carter Show Limited Edition kokusu ne kadar para kazandı?,400 milyon
SQuAD Dataset,İkinci parfümü Heat Rush ne zaman piyasaya çıktı?,2011
SQuAD Dataset,Kaç adet Isı sürümü piyasaya sürüldü?,altı baskı
SQuAD Dataset,Kaç tane Isı baskısı var?,altı
SQuAD Dataset,"Beyonce, American Express ve L'Oreal'dan anlaşma sağladığında ne kadar gençti?",18
SQuAD Dataset,Beyonce isim markalarıyla olan anlaşmalarına ne zaman başladı?,18 yaşından beri
SQuAD Dataset,Beyonce video oyunu anlaşmasından ayrıldığında kaç kişi işini kaybetti?,70 personel
SQuAD Dataset,Video oyununu hangi şirket üretiyordu?,GateFive
SQuAD Dataset,Kaç kişi Beyoncé üzerinden anlaşmadan vazgeçerek işini kaybetti?,70
SQuAD Dataset,Anlaşmazlık ne zaman mahkemeden çıkarıldı?,Haziran 2013
SQuAD Dataset,Bayonce yönetimi 2014 yılında kiminle iş yaptı?,moda perakendecisi Topshop
SQuAD Dataset,Şirket ve ürünler ne zaman mağazada olacak?,2015 sonbaharı
SQuAD Dataset,Beyonce Londra'da kimlerle ortak oldu?,Topshop
SQuAD Dataset,Yeni hat ne zaman başlayacak?,2015
SQuAD Dataset,Ekim 2014'te Beyoncé ve Parkwood Entertainment ile kimler ortak oldu?,Topshop
SQuAD Dataset,Topshop nerede?,Londra
SQuAD Dataset,Beyonce'nin müzik servisi Tidal'in ortak sahibi olduğu ne zaman keşfedildi?,30 Mart 2015
SQuAD Dataset,Beyonce'in Tidal'da ortak sahip olduğu ne zaman açıklandı?,30 Mart 2015
SQuAD Dataset,Tidal nasıl bir hizmettir?,müzik akışı hizmeti
SQuAD Dataset,Hangi müzik hizmeti düşük telif hakkı sağlamakla suçlanıyor?,Spotify
SQuAD Dataset,Beyonce'nin büyükannesinin adı neydi?,Agnèz Deréon
SQuAD Dataset,Beyonce'nin giyim hattını hangi iki ülkeden satın alabilirsin?,ABD ve Kanada
SQuAD Dataset,Beyonce ve annesi Dereon'u ne zaman başlattı?,2005
SQuAD Dataset,2005 yılında Beyonce ne tür bir aksesuar şirketi ile ortak oldu?,ayakkabı
SQuAD Dataset,2010'da Beyonce Dereon'u hangi ülkeye salıverdi?,Brezilya
SQuAD Dataset,Beyonce giyim hattının hangi yılında okula dönüş alışverişi yapıldı?,2009
SQuAD Dataset,Beyonce'nin Moda Diva özelliği neydi?,Deréon Evi koleksiyonu
SQuAD Dataset,"Beyonce, Brezilya'da moda satmak için C&A ile ne zaman ortak oldu?",27 Mayıs 2010
SQuAD Dataset,Hangi ulusal felaket Beyonce'un Survivor Vakfı'nı yaratmasına neden oldu?,Katrina Kasırgası
SQuAD Dataset,"Beyonce, Survivor Vakfı girişime ne kadar para yatırdı?",250.000
SQuAD Dataset,Kuruluş Katrina'dan yıllar sonra hangi kasırga destek verdi?,Ike
SQuAD Dataset,Beyonce ve Rowland 2005'te ne buldular?,Survivor Vakfı
SQuAD Dataset,Beyonce başlangıçta vakfa ne kadar katkıda bulundu?,250.000 $
SQuAD Dataset,Beyoncé Katrina Kasırgası'ndan sonra hangi temellere başladı?,Survivor Vakfı
SQuAD Dataset,Beyoncé'nin kuruluşu başka hangi kasırgaya yardımcı oldu?,Ike Kasırgası
SQuAD Dataset,"Beyonce, Haiti İçin Umut: Küresel Fayda'ya kimlerle katıldı?",George Clooney ve Wyclef Jean
SQuAD Dataset,Beyoncé Haiti Deprem organizasyonlarına hangi iki yıldızdan yardım etti?,George Clooney ve Wyclef Jean
SQuAD Dataset,"Hangi ulusal etkinlik Beyonce'un ""Bir Plan Talep Etmesine"" neden oldu?",Sandy Hook İlköğretim Okulu çekim
SQuAD Dataset,Hangi okul çekimi Talep A Planı oluşturulmasını sağladı?,Sandy Hook İlköğretim Okulu
SQuAD Dataset,Devlet ağacı hangi yıl seçildi?,1908
SQuAD Dataset,Durum ağacı ne zaman atandı?,1949
SQuAD Dataset,Devlet hayvanı hangi yıl seçildi?,1981
SQuAD Dataset,Devlet şarkısı ne zaman bestelendi?,1910
SQuAD Dataset,Montana'nın sloganı nedir?,Oro y Plata
SQuAD Dataset,Slogan ne zaman kabul edildi?,1865
SQuAD Dataset,Devlet çiçeği ne zaman kabul edildi?,1895
SQuAD Dataset,Montana'nın kaç ilçesi var?,56
SQuAD Dataset,Montana'da hangi şehirde 100.000'den fazla insan var?,Billings
SQuAD Dataset,Eyaletin adı ne anlama geliyor?,"""dağ"""
SQuAD Dataset,Montana'nın toplam alanı nedir?,147.040 mil kare
SQuAD Dataset,Montana güneye hangi eyaletle sınırlanıyor?,Wyoming
SQuAD Dataset,Batı ile hangi eyalet sınırlanıyor?,Idaho
SQuAD Dataset,Eyaletteki en yüksek nokta nedir?,Granit Zirvesi
SQuAD Dataset,Demokratlar ABD Senatosunun eyaletlerinde kaç sandalye tutuyor?,bir
SQuAD Dataset,Tek kongre bölgesi ne kadar zamandır Cumhuriyetçidir?,1996
SQuAD Dataset,Cumhurbaşkanı için son Demokrat hangi yılı destekledi?,1992
SQuAD Dataset,Montana'deki en işlek havalimanının adı nedir?,Bozeman Yellowstone Uluslararası Havaalanı
SQuAD Dataset,"Bozeman Havaalanı, Montana'daki en büyük işlek yer olan Billings Logan'ı ne zaman aştı?",2013
SQuAD Dataset,Eyaletlerin en büyük demiryolu nedir?,BNSF Demiryolu
SQuAD Dataset,Demiryolları Montana'da ne kadar zamandır önemli?,1880'lerden
SQuAD Dataset,Montana'daki büyük av avcılığının adı nedir?,Rocky Mountain Elk Vakfı
SQuAD Dataset,Kara ayısı avına hangi sezon izin verilir?,bahar
SQuAD Dataset,Montana ne zamandan beri alabalık balıkçılığının varış noktası oldu?,1930'lar
SQuAD Dataset,Montana Bölgesi ne zaman kuruldu?,26 Nisan 1864
SQuAD Dataset,Yüksek sınıf alabalık için kaç mil nehir biliniyor?,450
SQuAD Dataset,Montana'daki nehirler hangi yemi besler?,Hudson Körfezi
SQuAD Dataset,Montana'dan nehirler hangi okyanusa akıyor?,Pasifik Okyanusu
SQuAD Dataset,Missouri Nehri hangi nehirleri oluşturur?,"Jefferson, Madison ve Gallatin nehirleri"
SQuAD Dataset,Fort Peck Rezervuarı hangi yıl Ulusal Doğal Nehir olarak belirlendi?,1976
SQuAD Dataset,Yellowstone Missouri nehri ile nerede buluşuyor?,Kuzey Dakota
SQuAD Dataset,Montana'da kaç tane adlandırılmış göl var?,en az 3.223
SQuAD Dataset,Amerika Birleşik Devletleri'nin batısındaki en büyük tatlı su gölü adı nedir?,Flathead Gölü
SQuAD Dataset,Eyaletteki en büyük rezervuarın adı nedir?,Fort Peck Rezervuarı
SQuAD Dataset,Fort Peck Rezervuarı hangi nehirde?,Missouri nehri
SQuAD Dataset,Ormanlar devleti ne kadar kaplar?,yaklaşık yüzde 25
SQuAD Dataset,Montana'ya kaç farklı balık türü farklıdır?,90
SQuAD Dataset,Montana'da kaç nesli tehlike altında olan tür var?,beş
SQuAD Dataset,Avlanma mevsimlerinde kaç tane balık türü vardır?,en az 17
SQuAD Dataset,Grinnell Glacier ne kadar yağış alıyor?,105 inç
SQuAD Dataset,Montana'da kaç tane vergi bölümü var?,7
SQuAD Dataset,Hindistan Ödenekleri Yasası ne zaman kabul edildi?,1851
SQuAD Dataset,Dawes yasası hangi yılı geçti?,1887
SQuAD Dataset,Montana'daki Yerli Amerikalıların yüzde kaçı rezervasyondan ayrılıyor?,% 63
SQuAD Dataset,Yerli Amerikalılar hangi üç ilçenin çoğunluğu?,"Büyük Boynuz, Buzul ve Roosevelt"
SQuAD Dataset,Hangi yıl Montana'da birçok şehir ısı rekoru kırdı?,2007
SQuAD Dataset,En sıcak hangi ay kaydedildi?,Temmuz
SQuAD Dataset,Hellgate antlaşması hangi yıl kuruldu?,1855
SQuAD Dataset,Hellgate anlaşmasını kim müzakere etti?,Isaac Stevens
SQuAD Dataset,İlk ABD Ordusu karakolunun adı neydi?,Camp Cooke
SQuAD Dataset,Camp Cooke neredeydi?,Missouri Nehri üzerinde
SQuAD Dataset,Büyük Sioux Savaşı hangi yıldı?,1876
SQuAD Dataset,Ayı Pençesi Savaşı hangi yıl oldu?,1877
SQuAD Dataset,Nüfus 2010'dan bu yana ne kadar arttı?,% 4.40
SQuAD Dataset,Jeannette Rankin savaşa ilk kez hangi yıl oy verdi?,1917
SQuAD Dataset,Savaşa karşı ikinci kez ne zaman oy verdi?,1941
SQuAD Dataset,1870'te Montana'da kaç bizon vardı?,13 milyondan fazla
SQuAD Dataset,1884'te kaç bizon kaldığı hakkında?,yaklaşık 325
SQuAD Dataset,Bizonu bizonu katlettiği için kim yalvardı?,General Philip Sheridan
SQuAD Dataset,General Sheridan bizonu bizon öldürmek konusunda Kongreye yaklaştırdı?,1875
SQuAD Dataset,Kuzey Pasifik Demiryolu batıdan Montana'ya ne zaman ulaştı?,1881
SQuAD Dataset,Kuzey Pasifik Demiryolu doğudan Montana'ya ne zaman ulaştı?,1882
SQuAD Dataset,Demiryoluna hangi yıllarda Chief Sitting Bull tarafından meydan okundu?,"1871, 1872 ve 1873"
SQuAD Dataset,Büyük Beyaz Sioux Savaşı hangi yıldı?,1876
SQuAD Dataset,Kıtalararası Ulusal Pasifik Demiryolu ne zaman bitti?,1883
SQuAD Dataset,Montana'da ilk anayasa sözleşmesi ne zaman yapıldı?,1866
SQuAD Dataset,İkinci anayasa sözleşmesi ne zaman yapıldı?,1884
SQuAD Dataset,Montana'nın devletliği hangi yıl onaylandı?,1889
SQuAD Dataset,Aynı yıl başka hangi üç eyalet onaylandı?,"Kuzey Dakota, Güney Dakota ve Washington"
SQuAD Dataset,Homestead Yasası yerleşimcilere hangi yıl arazi sağladı?,1862
SQuAD Dataset,Homestead Yasası ne kadar araziye izin verdi?,160 dönüm
SQuAD Dataset,İlk ev sahibi iddia hangi yıl talep edildi?,1868
SQuAD Dataset,Çöl Kara Yasası ne zaman geçti?,1877
SQuAD Dataset,Çöl Arazi Yasası ne kadar arazi ayırdı?,640 dönüm
SQuAD Dataset,1900'lerin başında Montana'da yerleşimi kim teşvik etti,James J. Hill
SQuAD Dataset,Islah Yasası hangi yılda geçti?,1902
SQuAD Dataset,Genişletilmiş Çiftlik Evi Yasası hangi yıl geçti?,1909
SQuAD Dataset,Yeni Geniş Çiftlik Evi Yasası'nda ne kadar arazi tahsis edildi?,320 dönüm
